source,target,penalty
97171,57568,57.9446
57568,97171,57.9446
97171,85521,57.9446
85521,97171,57.9446
97171,41249,57.9446
41249,97171,57.9446
57568,85521,57.9446
85521,57568,57.9446
57568,41249,57.9446
41249,57568,57.9446
85521,41249,57.9446
41249,85521,57.9446
70074,73318,204.5402
73318,70074,204.5402
70074,103453,204.5402
103453,70074,204.5402
73318,103453,204.5402
103453,73318,204.5402
21364,43855,121.5511
43855,21364,121.5511
21364,38509,121.5511
38509,21364,121.5511
21364,97391,121.5511
97391,21364,121.5511
21364,68032,121.5511
68032,21364,121.5511
43855,38509,121.5511
38509,43855,121.5511
43855,97391,121.5511
97391,43855,121.5511
43855,68032,121.5511
68032,43855,121.5511
38509,97391,121.5511
97391,38509,121.5511
38509,68032,121.5511
68032,38509,121.5511
97391,68032,121.5511
68032,97391,121.5511
108113,82383,124.5467
82383,108113,124.5467
108113,1093,124.5467
1093,108113,124.5467
108113,112100,124.5467
112100,108113,124.5467
82383,1093,124.5467
1093,82383,124.5467
82383,112100,124.5467
112100,82383,124.5467
1093,112100,124.5467
112100,1093,124.5467
24188,92621,82.2075
92621,24188,82.2075
24188,105611,82.2075
105611,24188,82.2075
24188,29731,82.2075
29731,24188,82.2075
92621,105611,82.2075
105611,92621,82.2075
92621,29731,82.2075
29731,92621,82.2075
105611,29731,82.2075
29731,105611,82.2075
118041,2419,116.6765
2419,118041,116.6765
118041,47523,116.6765
47523,118041,116.6765
118041,102140,116.6765
102140,118041,116.6765
2419,47523,116.6765
47523,2419,116.6765
2419,102140,116.6765
102140,2419,116.6765
47523,102140,116.6765
102140,47523,116.6765
115415,100458,68.8712
100458,115415,68.8712
115415,51463,68.8712
51463,115415,68.8712
100458,51463,68.8712
51463,100458,68.8712
52302,35522,236.7629
35522,52302,236.7629
52302,70013,236.7629
70013,52302,236.7629
52302,104550,236.7629
104550,52302,236.7629
35522,70013,236.7629
70013,35522,236.7629
35522,104550,236.7629
104550,35522,236.7629
70013,104550,236.7629
104550,70013,236.7629
14608,3976,40.6685
3976,14608,40.6685
14608,97096,40.6685
97096,14608,40.6685
14608,88863,40.6685
88863,14608,40.6685
14608,81021,40.6685
81021,14608,40.6685
3976,97096,40.6685
97096,3976,40.6685
3976,88863,40.6685
88863,3976,40.6685
3976,81021,40.6685
81021,3976,40.6685
97096,88863,40.6685
88863,97096,40.6685
97096,81021,40.6685
81021,97096,40.6685
88863,81021,40.6685
81021,88863,40.6685
17234,10392,211.8603
10392,17234,211.8603
17234,40117,211.8603
40117,17234,211.8603
10392,40117,211.8603
40117,10392,211.8603
51556,77564,177.7314
77564,51556,177.7314
51556,112722,177.7314
112722,51556,177.7314
51556,113191,177.7314
113191,51556,177.7314
51556,95352,177.7314
95352,51556,177.7314
77564,112722,177.7314
112722,77564,177.7314
77564,113191,177.7314
113191,77564,177.7314
77564,95352,177.7314
