source,target,penalty
96799,64159,101.7918
64159,96799,101.7918
96799,121280,101.7918
121280,96799,101.7918
96799,89206,101.7918
89206,96799,101.7918
96799,12336,101.7918
12336,96799,101.7918
64159,121280,101.7918
121280,64159,101.7918
64159,89206,101.7918
89206,64159,101.7918
64159,12336,101.7918
12336,64159,101.7918
121280,89206,101.7918
89206,121280,101.7918
121280,12336,101.7918
12336,121280,101.7918
89206,12336,101.7918
12336,89206,101.7918
50909,120607,2.8176
120607,50909,2.8176
50909,19204,2.8176
19204,50909,2.8176
120607,19204,2.8176
19204,120607,2.8176
53880,69427,125.9355
69427,53880,125.9355
53880,45692,125.9355
45692,53880,125.9355
69427,45692,125.9355
45692,69427,125.9355
3341,75131,99.4880
75131,3341,99.4880
3341,112412,99.4880
112412,3341,99.4880
75131,112412,99.4880
112412,75131,99.4880
48554,82186,131.1006
82186,48554,131.1006
48554,109094,131.1006
109094,48554,131.1006
48554,19900,131.1006
19900,48554,131.1006
48554,108689,131.1006
108689,48554,131.1006
82186,109094,131.1006
109094,82186,131.1006
82186,19900,131.1006
19900,82186,131.1006
82186,108689,131.1006
108689,82186,131.1006
109094,19900,131.1006
19900,109094,131.1006
109094,108689,131.1006
108689,109094,131.1006
19900,108689,131.1006
108689,19900,131.1006
7047,2988,107.2739
2988,7047,107.2739
7047,4664,107.2739
4664,7047,107.2739
2988,4664,107.2739
4664,2988,107.2739
19006,19331,96.2034
19331,19006,96.2034
19006,7328,96.2034
7328,19006,96.2034
19331,7328,96.2034
7328,19331,96.2034
41,118453,160.9135
118453,41,160.9135
41,44778,160.9135
44778,41,160.9135
118453,44778,160.9135
44778,118453,160.9135
25845,5763,54.1217
5763,25845,54.1217
25845,90711,54.1217
90711,25845,54.1217
5763,90711,54.1217
90711,5763,54.1217
78748,12735,54.1931
12735,78748,54.1931
78748,119656,54.1931
119656,78748,54.1931
78748,30780,54.1931
30780,78748,54.1931
78748,23812,54.1931
23812,78748,54.1931
12735,119656,54.1931
119656,12735,54.1931
12735,30780,54.1931
30780,12735,54.1931
12735,23812,54.1931
23812,12735,54.1931
119656,30780,54.1931
30780,119656,54.1931
119656,23812,54.1931
23812,119656,54.1931
30780,23812,54.1931
23812,30780,54.1931
34684,107423,174.6294
107423,34684,174.6294
34684,112650,174.6294
112650,34684,174.6294
34684,113831,174.6294
113831,34684,174.6294
107423,112650,174.6294
112650,107423,174.6294
107423,113831,174.6294
113831,107423,174.6294
112650,113831,174.6294
113831,112650,174.6294
117791,116176,78.3264
116176,117791,78.3264
117791,116189,78.3264
116189,117791,78.3264
116176,116189,78.3264
116189,116176,78.3264
107494,86410,124.7088
86410,107494,124.7088
107494,108114,124.7088
108114,107494,124.7088
107494,75147,124.7088
75147,107494,124.7088
107494,99611,124.7088
99611,107494,124.7088
86410,108114,124.7088
108114,86410,124.7088
86410,75147,124.7088
75147,86410,124.7088
86410,99611,124.7088
99611,86410,124.7088
108114,75147,124.7088
75147,108114,124.7088
108114,99611,124.7088
99611,108114,124.7088
75147,99611,124.7088
99611,75147,124.7088
7,54102,73.6759
54102,7,73.6759
7,73727,73.6759
73727,7,73.6759
7,119420,73.6759
119420,7,73.6759
54102,73727,73.6759
73727,54102,73.6759
54102,119420,73.6759
119420,54102,73.6759
73727,119420,73.6759
119420,73727,73.6759
49650,28690,40.5950
28690,49650,40.5950
49650,89804,40.5950
89804,49650,40.5950
28690,89804,40.5950
89804,28690,40.5950
37633,34895,167.8410
34895,37633,167.8410
37633,33952,167.8410
33952,37633,167.8410
37633,24835,167.8410
24835,37633,167.8410
34895,33952,167.8410
33952,34895,167.8410
34895,24835,167.8410
24835,34895,167.8410
33952,24835,167.8410
24835,33952,167.8410
82532,115482,45.4605
115482,82532,45.4605
82532,29743,45.4605
29743,82532,45.4605
115482,29743,45.4605
29743,115482,45.4605
68130,1552,137.4256
1552,68130,137.4256
68130,46560,137.4256
46560,68130,137.4256
1552,46560,137.4256
46560,1552,137.4256
4497,60364,173.7313
60364,4497,173.7313
4497,31122,173.7313
31122,4497,173.7313
4497,54724,173.7313
54724,4497,173.7313
4497,21581,173.7313
21581,4497,173.7313
60364,31122,173.7313
31122,60364,173.7313
60364,54724,173.7313
54724,60364,173.7313
60364,21581,173.7313
21581,60364,173.7313
31122,54724,173.7313
54724,31122,173.7313
31122,21581,173.7313
21581,31122,173.7313
54724,21581,173.7313
21581,54724,173.7313
3780,116835,49.0758
116835,3780,49.0758
3780,39588,49.0758
39588,3780,49.0758
116835,39588,49.0758
39588,116835,49.0758
39581,118056,103.1651
118056,39581,103.1651
39581,64103,103.1651
64103,39581,103.1651
118056,64103,103.1651
64103,118056,103.1651
70894,16189,104.0673
16189,70894,104.0673
70894,56226,104.0673
56226,70894,104.0673
70894,29564,104.0673
29564,70894,104.0673
70894,109583,104.0673
109583,70894,104.0673
16189,56226,104.0673
56226,16189,104.0673
16189,29564,104.0673
29564,16189,104.0673
16189,109583,104.0673
109583,16189,104.0673
56226,29564,104.0673
29564,56226,104.0673
56226,109583,104.0673
109583,56226,104.0673
29564,109583,104.0673
109583,29564,104.0673
90961,41356,75.9004
41356,90961,75.9004
90961,43236,75.9004
43236,90961,75.9004
41356,43236,75.9004
43236,41356,75.9004
84503,30904,65.7137
30904,84503,65.7137
84503,119052,65.7137
119052,84503,65.7137
30904,119052,65.7137
119052,30904,65.7137
52527,16424,96.9469
16424,52527,96.9469
52527,122390,96.9469
122390,52527,96.9469
52527,57674,96.9469
57674,52527,96.9469
52527,100998,96.9469
100998,52527,96.9469
16424,122390,96.9469
122390,16424,96.9469
16424,57674,96.9469
57674,16424,96.9469
16424,100998,96.9469
100998,16424,96.9469
122390,57674,96.9469
57674,122390,96.9469
122390,100998,96.9469
100998,122390,96.9469
57674,100998,96.9469
100998,57674,96.9469
111792,120736,48.8057
120736,111792,48.8057
111792,17562,48.8057
17562,111792,48.8057
111792,39760,48.8057
39760,111792,48.8057
120736,17562,48.8057
17562,120736,48.8057
120736,39760,48.8057
39760,120736,48.8057
17562,39760,48.8057
39760,17562,48.8057
6971,18831,162.5078
18831,6971,162.5078
6971,53957,162.5078
53957,6971,162.5078
18831,53957,162.5078
53957,18831,162.5078
117030,120014,154.2709
120014,117030,154.2709
117030,35400,154.2709
35400,117030,154.2709
117030,66121,154.2709
66121,117030,154.2709
117030,41603,154.2709
41603,117030,154.2709
120014,35400,154.2709
35400,120014,154.2709
120014,66121,154.2709
66121,120014,154.2709
120014,41603,154.2709
41603,120014,154.2709
35400,66121,154.2709
66121,35400,154.2709
35400,41603,154.2709
41603,35400,154.2709
66121,41603,154.2709
41603,66121,154.2709
98249,35786,97.4525
35786,98249,97.4525
98249,92375,97.4525
92375,98249,97.4525
98249,78341,97.4525
78341,98249,97.4525
35786,92375,97.4525
92375,35786,97.4525
35786,78341,97.4525
78341,35786,97.4525
92375,78341,97.4525
78341,92375,97.4525
119910,30612,129.4164
30612,119910,129.4164
119910,4475,129.4164
4475,119910,129.4164
30612,4475,129.4164
4475,30612,129.4164
33631,115862,69.7641
115862,33631,69.7641
33631,20141,69.7641
20141,33631,69.7641
115862,20141,69.7641
20141,115862,69.7641
54805,43585,89.5016
43585,54805,89.5016
54805,60384,89.5016
60384,54805,89.5016
43585,60384,89.5016
60384,43585,89.5016
17610,11972,39.8382
11972,17610,39.8382
17610,14529,39.8382
14529,17610,39.8382
11972,14529,39.8382
14529,11972,39.8382
53162,34497,172.0737
34497,53162,172.0737
53162,3671,172.0737
3671,53162,172.0737
53162,90379,172.0737
90379,53162,172.0737
34497,3671,172.0737
3671,34497,172.0737
34497,90379,172.0737
90379,34497,172.0737
3671,90379,172.0737
90379,3671,172.0737
118644,11154,42.9922
11154,118644,42.9922
118644,106703,42.9922
106703,118644,42.9922
11154,106703,42.9922
106703,11154,42.9922
116654,38365,191.7643
38365,116654,191.7643
116654,71773,191.7643
71773,116654,191.7643
38365,71773,191.7643
71773,38365,191.7643
74612,38793,155.2293
38793,74612,155.2293
74612,5930,155.2293
5930,74612,155.2293
74612,76199,155.2293
76199,74612,155.2293
38793,5930,155.2293
5930,38793,155.2293
38793,76199,155.2293
76199,38793,155.2293
5930,76199,155.2293
76199,5930,155.2293
36952,91040,59.2258
91040,36952,59.2258
36952,44083,59.2258
44083,36952,59.2258
91040,44083,59.2258
44083,91040,59.2258
54236,104752,193.5384
104752,54236,193.5384
54236,60553,193.5384
60553,54236,193.5384
104752,60553,193.5384
60553,104752,193.5384
62473,101018,146.3675
101018,62473,146.3675
62473,95006,146.3675
95006,62473,146.3675
62473,37685,146.3675
37685,62473,146.3675
101018,95006,146.3675
95006,101018,146.3675
101018,37685,146.3675
37685,101018,146.3675
95006,37685,146.3675
37685,95006,146.3675
51042,115341,214.8406
115341,51042,214.8406
51042,9357,214.8406
9357,51042,214.8406
115341,9357,214.8406
9357,115341,214.8406
34400,88258,108.2236
88258,34400,108.2236
34400,105150,108.2236
105150,34400,108.2236
34400,118150,108.2236
118150,34400,108.2236
34400,20173,108.2236
20173,34400,108.2236
88258,105150,108.2236
105150,88258,108.2236
88258,118150,108.2236
118150,88258,108.2236
88258,20173,108.2236
20173,88258,108.2236
105150,118150,108.2236
118150,105150,108.2236
105150,20173,108.2236
20173,105150,108.2236
118150,20173,108.2236
20173,118150,108.2236
47909,119751,113.9703
119751,47909,113.9703
47909,102156,113.9703
102156,47909,113.9703
119751,102156,113.9703
102156,119751,113.9703
95348,118103,94.6482
118103,95348,94.6482
95348,89877,94.6482
89877,95348,94.6482
118103,89877,94.6482
89877,118103,94.6482
118411,102172,175.2282
102172,118411,175.2282
118411,89370,175.2282
89370,118411,175.2282
118411,38340,175.2282
38340,118411,175.2282
102172,89370,175.2282
89370,102172,175.2282
102172,38340,175.2282
38340,102172,175.2282
89370,38340,175.2282
38340,89370,175.2282
108938,52350,136.0862
52350,108938,136.0862
108938,308,136.0862
308,108938,136.0862
108938,73899,136.0862
73899,108938,136.0862
52350,308,136.0862
308,52350,136.0862
52350,73899,136.0862
73899,52350,136.0862
308,73899,136.0862
73899,308,136.0862
21155,79797,192.9658
79797,21155,192.9658
21155,15314,192.9658
15314,21155,192.9658
21155,71314,192.9658
71314,21155,192.9658
21155,35907,192.9658
35907,21155,192.9658
79797,15314,192.9658
15314,79797,192.9658
79797,71314,192.9658
71314,79797,192.9658
79797,35907,192.9658
35907,79797,192.9658
15314,71314,192.9658
71314,15314,192.9658
15314,35907,192.9658
35907,15314,192.9658
71314,35907,192.9658
35907,71314,192.9658
22998,41410,140.8013
41410,22998,140.8013
22998,9474,140.8013
9474,22998,140.8013
41410,9474,140.8013
9474,41410,140.8013
20368,78709,69.8102
78709,20368,69.8102
20368,45820,69.8102
45820,20368,69.8102
78709,45820,69.8102
45820,78709,69.8102
30977,84004,122.6345
84004,30977,122.6345
30977,97156,122.6345
97156,30977,122.6345
30977,46174,122.6345
46174,30977,122.6345
30977,77053,122.6345
77053,30977,122.6345
84004,97156,122.6345
97156,84004,122.6345
84004,46174,122.6345
46174,84004,122.6345
84004,77053,122.6345
77053,84004,122.6345
97156,46174,122.6345
46174,97156,122.6345
97156,77053,122.6345
77053,97156,122.6345
46174,77053,122.6345
77053,46174,122.6345
79355,26456,149.3044
26456,79355,149.3044
79355,64020,149.3044
64020,79355,149.3044
79355,73392,149.3044
73392,79355,149.3044
79355,6896,149.3044
6896,79355,149.3044
26456,64020,149.3044
64020,26456,149.3044
26456,73392,149.3044
73392,26456,149.3044
26456,6896,149.3044
6896,26456,149.3044
64020,73392,149.3044
73392,64020,149.3044
64020,6896,149.3044
6896,64020,149.3044
73392,6896,149.3044
6896,73392,149.3044
48477,58410,126.5233
58410,48477,126.5233
48477,113054,126.5233
113054,48477,126.5233
48477,121331,126.5233
121331,48477,126.5233
48477,96969,126.5233
96969,48477,126.5233
58410,113054,126.5233
113054,58410,126.5233
58410,121331,126.5233
121331,58410,126.5233
58410,96969,126.5233
96969,58410,126.5233
113054,121331,126.5233
121331,113054,126.5233
113054,96969,126.5233
96969,113054,126.5233
121331,96969,126.5233
96969,121331,126.5233
118321,73740,99.2730
73740,118321,99.2730
118321,120574,99.2730
120574,118321,99.2730
118321,74671,99.2730
74671,118321,99.2730
118321,67700,99.2730
67700,118321,99.2730
73740,120574,99.2730
120574,73740,99.2730
73740,74671,99.2730
74671,73740,99.2730
73740,67700,99.2730
67700,73740,99.2730
120574,74671,99.2730
74671,120574,99.2730
120574,67700,99.2730
67700,120574,99.2730
74671,67700,99.2730
67700,74671,99.2730
113063,113633,77.2537
113633,113063,77.2537
113063,108604,77.2537
108604,113063,77.2537
113063,36112,77.2537
36112,113063,77.2537
113633,108604,77.2537
108604,113633,77.2537
113633,36112,77.2537
36112,113633,77.2537
108604,36112,77.2537
36112,108604,77.2537
120657,23116,88.2698
23116,120657,88.2698
120657,114479,88.2698
114479,120657,88.2698
23116,114479,88.2698
114479,23116,88.2698
107742,23246,83.9599
23246,107742,83.9599
107742,14390,83.9599
14390,107742,83.9599
23246,14390,83.9599
14390,23246,83.9599
120252,88779,105.0808
88779,120252,105.0808
120252,51892,105.0808
51892,120252,105.0808
120252,116289,105.0808
116289,120252,105.0808
88779,51892,105.0808
51892,88779,105.0808
88779,116289,105.0808
