source,target,penalty
22504,81211,181.3061
81211,22504,181.3061
22504,114495,181.3061
114495,22504,181.3061
81211,114495,181.3061
114495,81211,181.3061
104998,49874,141.4662
49874,104998,141.4662
104998,29341,141.4662
29341,104998,141.4662
104998,88716,141.4662
88716,104998,141.4662
104998,111724,141.4662
111724,104998,141.4662
49874,29341,141.4662
29341,49874,141.4662
49874,88716,141.4662
88716,49874,141.4662
49874,111724,141.4662
111724,49874,141.4662
29341,88716,141.4662
88716,29341,141.4662
29341,111724,141.4662
111724,29341,141.4662
88716,111724,141.4662
111724,88716,141.4662
58097,35181,200.9229
35181,58097,200.9229
58097,119039,200.9229
119039,58097,200.9229
35181,119039,200.9229
119039,35181,200.9229
39436,13147,69.6023
13147,39436,69.6023
39436,45148,69.6023
45148,39436,69.6023
39436,58117,69.6023
58117,39436,69.6023
13147,45148,69.6023
45148,13147,69.6023
13147,58117,69.6023
58117,13147,69.6023
45148,58117,69.6023
58117,45148,69.6023
109740,41870,140.3562
41870,109740,140.3562
109740,87457,140.3562
87457,109740,140.3562
41870,87457,140.3562
87457,41870,140.3562
46610,58628,139.5789
58628,46610,139.5789
46610,45268,139.5789
45268,46610,139.5789
58628,45268,139.5789
45268,58628,139.5789
118411,65662,134.1662
65662,118411,134.1662
118411,82512,134.1662
82512,118411,134.1662
65662,82512,134.1662
82512,65662,134.1662
6324,45871,87.8944
45871,6324,87.8944
6324,60410,87.8944
60410,6324,87.8944
45871,60410,87.8944
60410,45871,87.8944
78381,33834,69.1627
33834,78381,69.1627
78381,10179,69.1627
10179,78381,69.1627
78381,47228,69.1627
47228,78381,69.1627
33834,10179,69.1627
10179,33834,69.1627
33834,47228,69.1627
47228,33834,69.1627
10179,47228,69.1627
47228,10179,69.1627
7509,63771,150.3224
63771,7509,150.3224
7509,12791,150.3224
12791,7509,150.3224
7509,111405,150.3224
111405,7509,150.3224
63771,12791,150.3224
12791,63771,150.3224
63771,111405,150.3224
111405,63771,150.3224
12791,111405,150.3224
111405,12791,150.3224
56733,31799,180.8861
31799,56733,180.8861
56733,56398,180.8861
56398,56733,180.8861
56733,102719,180.8861
102719,56733,180.8861
56733,19298,180.8861
19298,56733,180.8861
31799,56398,180.8861
56398,31799,180.8861
31799,102719,180.8861
102719,31799,180.8861
31799,19298,180.8861
19298,31799,180.8861
56398,102719,180.8861
102719,56398,180.8861
56398,19298,180.8861
19298,56398,180.8861
102719,19298,180.8861
19298,102719,180.8861
48965,71613,80.1893
71613,48965,80.1893
48965,108826,80.1893
108826,48965,80.1893
48965,97238,80.1893
97238,48965,80.1893
48965,25541,80.1893
25541,48965,80.1893
71613,108826,80.1893
108826,71613,80.1893
71613,97238,80.1893
97238,71613,80.1893
71613,25541,80.1893
25541,71613,80.1893
108826,97238,80.1893
97238,108826,80.1893
108826,25541,80.1893
25541,108826,80.1893
97238,25541,80.1893
25541,97238,80.1893
39453,121084,64.6086
121084,39453,64.6086
39453,55759,64.6086
55759,39453,64.6086
121084,55759,64.6086
55759,121084,64.6086
9590,14515,182.3016
14515,9590,182.3016
9590,19747,182.3016
19747,9590,182.3016
9590,95477,182.3016
95477,9590,182.3016
14515,19747,182.3016
19747,14515,182.3016
14515,95477,182.3016
95477,14515,182.3016
19747,95477,182.3016
95477,19747,182.3016
63904,50782,113.5980
50782,63904,113.5980
63904,83833,113.5980
83833,63904,113.5980
63904,103230,113.5980
103230,63904,113.5980
50782,83833,113.5980
83833,50782,113.5980
50782,103230,113.5980
103230,50782,113.5980
83833,103230,113.5980
103230,83833,113.5980
116291,58538,103.8413
58538,116291,103.8413
116291,89272,103.8413
89272,116291,103.8413
116291,90476,103.8413
90476,116291,103.8413
116291,39427,103.8413
39427,116291,103.8413
58538,89272,103.8413
89272,58538,103.8413
58538,90476,103.8413
90476,58538,103.8413
58538,39427,103.8413
39427,58538,103.8413
89272,90476,103.8413
90476,89272,103.8413
89272,39427,103.8413
39427,89272,103.8413
90476,39427,103.8413
39427,90476,103.8413
62845,45269,142.2425
45269,62845,142.2425
62845,11108,142.2425
11108,62845,142.2425
62845,11805,142.2425
11805,62845,142.2425
62845,74777,142.2425
74777,62845,142.2425
45269,11108,142.2425
11108,45269,142.2425
45269,11805,142.2425
11805,45269,142.2425
45269,74777,142.2425
74777,45269,142.2425
11108,11805,142.2425
11805,11108,142.2425
11108,74777,142.2425
74777,11108,142.2425
11805,74777,142.2425
74777,11805,142.2425
95285,10041,31.2889
10041,95285,31.2889
95285,119278,31.2889
119278,95285,31.2889
10041,119278,31.2889
119278,10041,31.2889
42620,13604,190.7150
13604,42620,190.7150
42620,27316,190.7150
27316,42620,190.7150
42620,121118,190.7150
121118,42620,190.7150
42620,104588,190.7150
104588,42620,190.7150
13604,27316,190.7150
27316,13604,190.7150
13604,121118,190.7150
121118,13604,190.7150
13604,104588,190.7150
104588,13604,190.7150
27316,121118,190.7150
121118,27316,190.7150
27316,104588,190.7150
104588,27316,190.7150
121118,104588,190.7150
104588,121118,190.7150
2988,98061,58.8197
98061,2988,58.8197
2988,93160,58.8197
93160,2988,58.8197
2988,2212,58.8197
2212,2988,58.8197
98061,93160,58.8197
93160,98061,58.8197
98061,2212,58.8197
2212,98061,58.8197
93160,2212,58.8197
2212,93160,58.8197
98204,100494,103.3049
100494,98204,103.3049
98204,21551,103.3049
21551,98204,103.3049
100494,21551,103.3049
21551,100494,103.3049
31755,31001,158.4518
31001,31755,158.4518
31755,94417,158.4518
94417,31755,158.4518
31001,94417,158.4518
94417,31001,158.4518
88779,39023,137.3603
39023,88779,137.3603
88779,64822,137.3603
64822,88779,137.3603
88779,82739,137.3603
82739,88779,137.3603
39023,64822,137.3603
64822,39023,137.3603
39023,82739,137.3603
82739,39023,137.3603
64822,82739,137.3603
82739,64822,137.3603
115539,85564,14.1259
85564,115539,14.1259
115539,117979,14.1259
117979,115539,14.1259
115539,47908,14.1259
47908,115539,14.1259
85564,117979,14.1259
117979,85564,14.1259
85564,47908,14.1259
47908,85564,14.1259
117979,47908,14.1259
47908,117979,14.1259
80028,116903,107.2339
116903,80028,107.2339
80028,75991,107.2339
75991,80028,107.2339
80028,46168,107.2339
46168,80028,107.2339
80028,78607,107.2339
78607,80028,107.2339
116903,75991,107.2339
75991,116903,107.2339
116903,46168,107.2339
46168,116903,107.2339
116903,78607,107.2339
78607,116903,107.2339
75991,46168,107.2339
46168,75991,107.2339
75991,78607,107.2339
78607,75991,107.2339
46168,78607,107.2339
78607,46168,107.2339
108542,7547,173.1932
7547,108542,173.1932
108542,2737,173.1932
2737,108542,173.1932
7547,2737,173.1932
2737,7547,173.1932
104942,120622,62.7878
120622,104942,62.7878
104942,54846,62.7878
54846,104942,62.7878
104942,2581,62.7878
2581,104942,62.7878
104942,55906,62.7878
55906,104942,62.7878
120622,54846,62.7878
54846,120622,62.7878
120622,2581,62.7878
2581,120622,62.7878
120622,55906,62.7878
55906,120622,62.7878
54846,2581,62.7878
2581,54846,62.7878
54846,55906,62.7878
55906,54846,62.7878
2581,55906,62.7878
55906,2581,62.7878
112265,37357,154.2897
37357,112265,154.2897
112265,7670,154.2897
7670,112265,154.2897
112265,53428,154.2897
53428,112265,154.2897
112265,43348,154.2897
43348,112265,154.2897
37357,7670,154.2897
7670,37357,154.2897
37357,53428,154.2897
53428,37357,154.2897
37357,43348,154.2897
43348,37357,154.2897
7670,53428,154.2897
53428,7670,154.2897
7670,43348,154.2897
43348,7670,154.2897
53428,43348,154.2897
43348,53428,154.2897
25740,33358,48.8261
33358,25740,48.8261
25740,108982,48.8261
108982,25740,48.8261
25740,106811,48.8261
106811,25740,48.8261
25740,10956,48.8261
10956,25740,48.8261
33358,108982,48.8261
108982,33358,48.8261
33358,106811,48.8261
106811,33358,48.8261
33358,10956,48.8261
10956,33358,48.8261
108982,106811,48.8261
106811,108982,48.8261
108982,10956,48.8261
10956,108982,48.8261
106811,10956,48.8261
10956,106811,48.8261
35874,45532,146.1187
45532,35874,146.1187
35874,82064,146.1187
82064,35874,146.1187
45532,82064,146.1187
82064,45532,146.1187
106157,74016,153.1570
74016,106157,153.1570
106157,100303,153.1570
100303,106157,153.1570
74016,100303,153.1570
100303,74016,153.1570
8751,36055,92.9025
36055,8751,92.9025
8751,84271,92.9025
84271,8751,92.9025
8751,77528,92.9025
77528,8751,92.9025
36055,84271,92.9025
84271,36055,92.9025
36055,77528,92.9025
77528,36055,92.9025
84271,77528,92.9025
77528,84271,92.9025
95064,101983,168.3109
101983,95064,168.3109
95064,111223,168.3109
111223,95064,168.3109
95064,90388,168.3109
90388,95064,168.3109
95064,62494,168.3109
62494,95064,168.3109
101983,111223,168.3109
111223,101983,168.3109
101983,90388,168.3109
90388,101983,168.3109
