source,target,penalty
36852,105821,196.9914
105821,36852,196.9914
36852,3385,196.9914
3385,36852,196.9914
105821,3385,196.9914
3385,105821,196.9914
98696,103638,127.8179
103638,98696,127.8179
98696,7387,127.8179
7387,98696,127.8179
98696,91226,127.8179
91226,98696,127.8179
98696,46048,127.8179
46048,98696,127.8179
103638,7387,127.8179
7387,103638,127.8179
103638,91226,127.8179
91226,103638,127.8179
103638,46048,127.8179
46048,103638,127.8179
7387,91226,127.8179
91226,7387,127.8179
7387,46048,127.8179
46048,7387,127.8179
91226,46048,127.8179
46048,91226,127.8179
106907,114740,128.7643
114740,106907,128.7643
106907,86255,128.7643
86255,106907,128.7643
114740,86255,128.7643
86255,114740,128.7643
112620,63861,110.9472
63861,112620,110.9472
112620,23547,110.9472
23547,112620,110.9472
112620,37327,110.9472
37327,112620,110.9472
63861,23547,110.9472
23547,63861,110.9472
63861,37327,110.9472
37327,63861,110.9472
23547,37327,110.9472
37327,23547,110.9472
89383,96895,190.5743
96895,89383,190.5743
89383,114513,190.5743
114513,89383,190.5743
89383,17581,190.5743
17581,89383,190.5743
89383,69079,190.5743
69079,89383,190.5743
96895,114513,190.5743
114513,96895,190.5743
96895,17581,190.5743
17581,96895,190.5743
96895,69079,190.5743
69079,96895,190.5743
114513,17581,190.5743
17581,114513,190.5743
114513,69079,190.5743
69079,114513,190.5743
17581,69079,190.5743
69079,17581,190.5743
67539,64283,115.0840
64283,67539,115.0840
67539,98096,115.0840
98096,67539,115.0840
67539,98352,115.0840
98352,67539,115.0840
64283,98096,115.0840
98096,64283,115.0840
64283,98352,115.0840
98352,64283,115.0840
98096,98352,115.0840
98352,98096,115.0840
5532,69373,186.7525
69373,5532,186.7525
5532,8223,186.7525
8223,5532,186.7525
69373,8223,186.7525
8223,69373,186.7525
90848,117643,166.7344
117643,90848,166.7344
90848,87332,166.7344
87332,90848,166.7344
117643,87332,166.7344
87332,117643,166.7344
45517,112123,136.6713
112123,45517,136.6713
45517,1156,136.6713
1156,45517,136.6713
112123,1156,136.6713
1156,112123,136.6713
2688,99723,153.3207
99723,2688,153.3207
2688,82520,153.3207
82520,2688,153.3207
2688,67013,153.3207
67013,2688,153.3207
2688,36190,153.3207
36190,2688,153.3207
99723,82520,153.3207
82520,99723,153.3207
99723,67013,153.3207
67013,99723,153.3207
99723,36190,153.3207
36190,99723,153.3207
82520,67013,153.3207
67013,82520,153.3207
82520,36190,153.3207
36190,82520,153.3207
67013,36190,153.3207
36190,67013,153.3207
94472,22549,151.3469
22549,94472,151.3469
94472,20879,151.3469
20879,94472,151.3469
94472,51281,151.3469
51281,94472,151.3469
22549,20879,151.3469
20879,22549,151.3469
22549,51281,151.3469
51281,22549,151.3469
20879,51281,151.3469
51281,20879,151.3469
14845,14840,69.2851
14840,14845,69.2851
14845,16459,69.2851
16459,14845,69.2851
14845,13243,69.2851
13243,14845,69.2851
14840,16459,69.2851
16459,14840,69.2851
14840,13243,69.2851
13243,14840,69.2851
16459,13243,69.2851
13243,16459,69.2851
55831,9328,159.4468
9328,55831,159.4468
55831,93647,159.4468
93647,55831,159.4468
55831,93457,159.4468
93457,55831,159.4468
9328,93647,159.4468
93647,9328,159.4468
9328,93457,159.4468
93457,9328,159.4468
93647,93457,159.4468
93457,93647,159.4468
23544,30528,146.6521
30528,23544,146.6521
23544,107718,146.6521
107718,23544,146.6521
23544,45584,146.6521
45584,23544,146.6521
30528,107718,146.6521
107718,30528,146.6521
30528,45584,146.6521
45584,30528,146.6521
107718,45584,146.6521
45584,107718,146.6521
30606,85096,148.2437
85096,30606,148.2437
30606,70627,148.2437
70627,30606,148.2437
30606,73509,148.2437
73509,30606,148.2437
30606,2025,148.2437
2025,30606,148.2437
85096,70627,148.2437
70627,85096,148.2437
85096,73509,148.2437
73509,85096,148.2437
85096,2025,148.2437
2025,85096,148.2437
70627,73509,148.2437
73509,70627,148.2437
70627,2025,148.2437
2025,70627,148.2437
73509,2025,148.2437
2025,73509,148.2437
72680,20895,238.2535
20895,72680,238.2535
72680,9773,238.2535
9773,72680,238.2535
72680,39176,238.2535
39176,72680,238.2535
72680,81931,238.2535
81931,72680,238.2535
20895,9773,238.2535
9773,20895,238.2535
20895,39176,238.2535
39176,20895,238.2535
20895,81931,238.2535
81931,20895,238.2535
9773,39176,238.2535
39176,9773,238.2535
9773,81931,238.2535
81931,9773,238.2535
39176,81931,238.2535
81931,39176,238.2535
26933,58399,52.5988
58399,26933,52.5988
26933,58984,52.5988
58984,26933,52.5988
26933,80968,52.5988
80968,26933,52.5988
58399,58984,52.5988
58984,58399,52.5988
58399,80968,52.5988
80968,58399,52.5988
58984,80968,52.5988
80968,58984,52.5988
64838,7401,216.6427
7401,64838,216.6427
64838,103542,216.6427
103542,64838,216.6427
7401,103542,216.6427
103542,7401,216.6427
2972,35706,172.3012
35706,2972,172.3012
2972,106158,172.3012
106158,2972,172.3012
2972,67023,172.3012
67023,2972,172.3012
2972,96896,172.3012
96896,2972,172.3012
35706,106158,172.3012
106158,35706,172.3012
35706,67023,172.3012
67023,35706,172.3012
35706,96896,172.3012
96896,35706,172.3012
106158,67023,172.3012
67023,106158,172.3012
106158,96896,172.3012
96896,106158,172.3012
67023,96896,172.3012
96896,67023,172.3012
57752,26257,131.0649
26257,57752,131.0649
57752,57789,131.0649
57789,57752,131.0649
57752,24474,131.0649
24474,57752,131.0649
26257,57789,131.0649
57789,26257,131.0649
26257,24474,131.0649
24474,26257,131.0649
57789,24474,131.0649
24474,57789,131.0649
112486,88892,68.6396
88892,112486,68.6396
112486,117303,68.6396
117303,112486,68.6396
88892,117303,68.6396
117303,88892,68.6396
80119,102390,96.6220
102390,80119,96.6220
80119,82889,96.6220
82889,80119,96.6220
80119,72920,96.6220
72920,80119,96.6220
80119,99092,96.6220
99092,80119,96.6220
102390,82889,96.6220
82889,102390,96.6220
102390,72920,96.6220
72920,102390,96.6220
102390,99092,96.6220
99092,102390,96.6220
82889,72920,96.6220
72920,82889,96.6220
82889,99092,96.6220
99092,82889,96.6220
72920,99092,96.6220
99092,72920,96.6220
80165,118421,186.1696
118421,80165,186.1696
80165,7316,186.1696
7316,80165,186.1696
80165,39214,186.1696
39214,80165,186.1696
118421,7316,186.1696
7316,118421,186.1696
118421,39214,186.1696
39214,118421,186.1696
7316,39214,186.1696
39214,7316,186.1696
10544,91317,119.1063
91317,10544,119.1063
10544,13921,119.1063
13921,10544,119.1063
10544,36031,119.1063
36031,10544,119.1063
10544,3035,119.1063
3035,10544,119.1063
91317,13921,119.1063
13921,91317,119.1063
91317,36031,119.1063
36031,91317,119.1063
91317,3035,119.1063
3035,91317,119.1063
13921,36031,119.1063
36031,13921,119.1063
13921,3035,119.1063
3035,13921,119.1063
36031,3035,119.1063
3035,36031,119.1063
16555,57585,111.8414
57585,16555,111.8414
16555,52270,111.8414
52270,16555,111.8414
16555,85168,111.8414
85168,16555,111.8414
16555,69461,111.8414
69461,16555,111.8414
57585,52270,111.8414
52270,57585,111.8414
57585,85168,111.8414
85168,57585,111.8414
57585,69461,111.8414
69461,57585,111.8414
52270,85168,111.8414
85168,52270,111.8414
52270,69461,111.8414
69461,52270,111.8414
85168,69461,111.8414
69461,85168,111.8414
36510,102758,137.0104
102758,36510,137.0104
36510,100149,137.0104
100149,36510,137.0104
36510,56450,137.0104
56450,36510,137.0104
36510,72708,137.0104
72708,36510,137.0104
102758,100149,137.0104
100149,102758,137.0104
102758,56450,137.0104
56450,102758,137.0104
102758,72708,137.0104
72708,102758,137.0104
100149,56450,137.0104
56450,100149,137.0104
100149,72708,137.0104
72708,100149,137.0104
56450,72708,137.0104
72708,56450,137.0104
92725,99767,160.1099
99767,92725,160.1099
92725,35789,160.1099
35789,92725,160.1099
92725,48084,160.1099
48084,92725,160.1099
92725,97928,160.1099
97928,92725,160.1099
99767,35789,160.1099
35789,99767,160.1099
99767,48084,160.1099
48084,99767,160.1099
99767,97928,160.1099
97928,99767,160.1099
35789,48084,160.1099
48084,35789,160.1099
35789,97928,160.1099
97928,35789,160.1099
48084,97928,160.1099
97928,48084,160.1099
2154,81485,25.3125
81485,2154,25.3125
2154,28448,25.3125
28448,2154,25.3125
81485,28448,25.3125
28448,81485,25.3125
120474,52848,87.0808
52848,120474,87.0808
120474,70766,87.0808
70766,120474,87.0808
120474,46762,87.0808
46762,120474,87.0808
120474,117704,87.0808
117704,120474,87.0808
52848,70766,87.0808
70766,52848,87.0808
52848,46762,87.0808
46762,52848,87.0808
52848,117704,87.0808
117704,52848,87.0808
70766,46762,87.0808
46762,70766,87.0808
70766,117704,87.0808
117704,70766,87.0808
46762,117704,87.0808
117704,46762,87.0808
116882,54216,85.2176
54216,116882,85.2176
116882,45532,85.2176
45532,116882,85.2176
54216,45532,85.2176
45532,54216,85.2176
63544,32027,157.3434
32027,63544,157.3434
63544,27605,157.3434
27605,63544,157.3434
63544,37368,157.3434
37368,63544,157.3434
63544,88136,157.3434
88136,63544,157.3434
32027,27605,157.3434
27605,32027,157.3434
32027,37368,157.3434
37368,32027,157.3434
32027,88136,157.3434
88136,32027,157.3434
27605,37368,157.3434
37368,27605,157.3434
27605,88136,157.3434
88136,27605,157.3434
37368,88136,157.3434
88136,37368,157.3434
76033,59012,224.0514
59012,76033,224.0514
76033,76060,224.0514
76060,76033,224.0514
76033,88619,224.0514
