source,target,penalty
72680,101065,33.5365
101065,72680,33.5365
72680,111100,39.3319
111100,72680,39.3319
72680,85978,54.4880
85978,72680,54.4880
73204,23698,36.0596
23698,73204,36.0596
73204,50446,54.6589
50446,73204,54.6589
73204,117685,51.3166
117685,73204,51.3166
72731,99967,45.3709
99967,72731,45.3709
72731,2197,38.3117
2197,72731,38.3117
72731,100906,49.2994
100906,72731,49.2994
72731,74417,60.8103
74417,72731,60.8103
72731,99998,36.3583
99998,72731,36.3583
54587,99684,58.9258
99684,54587,58.9258
54587,34556,90.5889
34556,54587,90.5889
110396,115583,84.3793
115583,110396,84.3793
110396,16781,64.6792
16781,110396,64.6792
79908,80796,58.0070
80796,79908,58.0070
79908,43190,93.9875
43190,79908,93.9875
79908,100612,63.4520
100612,79908,63.4520
79991,100733,60.1380
100733,79991,60.1380
79991,117492,85.7719
117492,79991,85.7719
44306,110422,51.3431
110422,44306,51.3431
44306,105042,82.5410
105042,44306,82.5410
44306,89820,56.2559
89820,44306,56.2559
44306,15794,54.6199
15794,44306,54.6199
44306,80628,84.1129
80628,44306,84.1129
54589,119897,49.9415
119897,54589,49.9415
54589,36859,54.8190
36859,54589,54.8190
54589,83875,43.9439
83875,54589,43.9439
54589,100676,46.7743
100676,54589,46.7743
54589,99811,38.9299
99811,54589,38.9299
54593,29998,39.2450
29998,54593,39.2450
54593,118762,67.4609
118762,54593,67.4609
54593,18652,59.4289
18652,54593,59.4289
54593,23528,63.6454
23528,54593,63.6454
4960,13885,62.8025
13885,4960,62.8025
4960,4585,51.3160
4585,4960,51.3160
4960,112211,38.1702
112211,4960,38.1702
4960,81313,65.4852
81313,4960,65.4852
75096,87446,178.1675
87446,75096,178.1675
75096,101064,142.1823
101064,75096,142.1823
75101,25727,162.7575
25727,75101,162.7575
75101,99661,108.9746
99661,75101,108.9746
75101,43649,162.2128
43649,75101,162.2128
75101,40943,137.9286
40943,75101,137.9286
75125,35078,85.9829
35078,75125,85.9829
75125,11919,160.1639
11919,75125,160.1639
75125,18976,113.1110
18976,75125,113.1110
79907,31875,79.5510
31875,79907,79.5510
79907,79424,46.2329
79424,79907,46.2329
79907,111243,49.2605
111243,79907,49.2605
79907,35981,47.8456
35981,79907,47.8456
79907,91564,68.4717
91564,79907,68.4717
73142,109045,61.9903
109045,73142,61.9903
73142,4592,59.4011
4592,73142,59.4011
73142,102693,63.4407
102693,73142,63.4407
73142,90008,87.0599
90008,73142,87.0599
83210,24918,98.7974
24918,83210,98.7974
83210,47886,99.2600
47886,83210,99.2600
83210,89278,69.8369
89278,83210,69.8369
83210,42306,62.8737
42306,83210,62.8737
83210,12947,97.6767
12947,83210,97.6767
72982,39689,40.7756
39689,72982,40.7756
72982,28383,73.4951
28383,72982,73.4951
72982,28548,65.7009
28548,72982,65.7009
72982,99948,46.7601
99948,72982,46.7601
72982,32404,61.4227
32404,72982,61.4227
73220,100012,43.2014
100012,73220,43.2014
73220,4585,79.9475
4585,73220,79.9475
73220,21408,60.4288
21408,73220,60.4288
73220,89822,68.3994
89822,73220,68.3994
73220,15079,66.9962
15079,73220,66.9962
49019,26095,58.5707
26095,49019,58.5707
49019,33992,51.5346
33992,49019,51.5346
49019,103036,80.9734
103036,49019,80.9734
46568,98895,57.8186
98895,46568,57.8186
46568,89378,52.6134
89378,46568,52.6134
46568,105042,61.5623
105042,46568,61.5623
109918,10891,48.6697
10891,109918,48.6697
109918,110100,32.2173
110100,109918,32.2173
109918,39031,41.1391
39031,109918,41.1391
109918,90829,40.2696
90829,109918,40.2696
109918,39893,39.6069
39893,109918,39.6069
110759,41641,37.0771
41641,110759,37.0771
110759,15094,44.7110
15094,110759,44.7110
5036,42159,52.1399
42159,5036,52.1399
5036,108013,43.8692
108013,5036,43.8692
5036,78505,46.3761
78505,5036,46.3761
4803,13379,48.9931
13379,4803,48.9931
4803,42159,35.7596
42159,4803,35.7596
73189,109452,57.3737
109452,73189,57.3737
73189,35412,65.1881
35412,73189,65.1881
73189,89412,63.1971
89412,73189,63.1971
73581,46559,64.9329
46559,73581,64.9329
73581,102693,70.0423
102693,73581,70.0423
73581,17210,69.1068
17210,73581,69.1068
73581,28630,59.4466
28630,73581,59.4466
73581,41509,45.7225
41509,73581,45.7225
73528,42157,91.5641
42157,73528,91.5641
73528,120058,85.7193
120058,73528,85.7193
73528,40601,76.3593
40601,73528,76.3593
73528,5470,63.5277
5470,73528,63.5277
73528,99825,44.9890
99825,73528,44.9890
73205,35899,44.1032
35899,73205,44.1032
73205,78799,42.4084
78799,73205,42.4084
73205,80628,26.8346
80628,73205,26.8346
73205,3366,35.2245
3366,73205,35.2245
73738,21564,94.1564
21564,73738,94.1564
73738,80921,68.7207
80921,73738,68.7207
73738,102323,53.5816
102323,73738,53.5816
73538,110689,37.5471
110689,73538,37.5471
73538,50084,39.6554
50084,73538,39.6554
73538,99439,53.6109
99439,73538,53.6109
73538,87847,37.3510
87847,73538,37.3510
73538,47518,63.9420
47518,73538,63.9420
45123,100627,103.2067
100627,45123,103.2067
45123,100788,104.2360
100788,45123,104.2360
45123,111847,74.7517
111847,45123,74.7517
45123,98620,81.0716
98620,45123,81.0716
73377,83376,89.6525
83376,73377,89.6525
73377,2508,93.7978
2508,73377,93.7978
73377,108566,91.6052
108566,73377,91.6052
73377,17541,53.9163
17541,73377,53.9163
73377,42339,50.9251
42339,73377,50.9251
73456,4874,125.0596
4874,73456,125.0596
73456,78099,85.1444
78099,73456,85.1444
73456,25544,99.1426
25544,73456,99.1426
72979,79424,62.1499
79424,72979,62.1499
72979,28028,73.7768
28028,72979,73.7768
72979,75520,46.4168
75520,72979,46.4168
73493,73861,89.2800
73861,73493,89.2800
73493,80602,102.8863
80602,73493,102.8863
41226,108801,84.1681
108801,41226,84.1681
41226,101912,72.3245
101912,41226,72.3245
41226,23268,55.8008
23268,41226,55.8008
41226,24039,69.9442
24039,41226,69.9442
53485,89880,29.5983
89880,53485,29.5983
53485,45812,49.8590
45812,53485,49.8590
53485,24945,40.1425
24945,53485,40.1425
53485,99738,30.1066
99738,53485,30.1066
40739,25310,78.7745
25310,40739,78.7745
40739,109525,60.6659
109525,40739,60.6659
40739,15090,83.2415
15090,40739,83.2415
40739,11943,97.9342
11943,40739,97.9342
40739,81852,60.8775
81852,40739,60.8775
72998,100868,104.1272
100868,72998,104.1272
72998,74795,86.5992
74795,72998,86.5992
72998,5530,115.5066
5530,72998,115.5066
72998,38279,68.3447
38279,72998,68.3447
72998,109634,72.5187
109634,72998,72.5187
73421,6374,71.5426
6374,73421,71.5426
73421,102113,70.4868
102113,73421,70.4868
73421,28219,65.6861
28219,73421,65.6861
73421,100734,82.1107
100734,73421,82.1107
72911,29430,140.1227
29430,72911,140.1227
72911,1800,128.4501
1800,72911,128.4501
73454,99644,99.3865
99644,73454,99.3865
73454,85060,99.7755
85060,73454,99.7755
73454,104603,74.2298
104603,73454,74.2298
72529,99706,26.3597
99706,72529,26.3597
72529,48851,31.0447
48851,72529,31.0447
72529,100840,23.3672
100840,72529,23.3672
73154,100774,95.4289
100774,73154,95.4289
73154,100036,75.0725
100036,73154,75.0725
73094,102251,106.6215
102251,73094,106.6215
73094,7309,67.7698
7309,73094,67.7698
73361,52857,93.0598
52857,73361,93.0598
73361,74020,97.2350
74020,73361,97.2350
73361,15173,81.3842
15173,73361,81.3842
72675,84328,96.7161
84328,72675,96.7161
72675,16333,62.4242
16333,72675,62.4242
72675,118880,72.7351
118880,72675,72.7351
72675,8414,97.9608
8414,72675,97.9608
80017,52851,102.7064
52851,80017,102.7064
80017,106608,62.1959
106608,80017,62.1959
80017,119687,119.2708
119687,80017,119.2708
80017,78696,95.3817
78696,80017,95.3817
38876,42339,55.1514
42339,38876,55.1514
38876,119461,35.0684
119461,38876,35.0684
72835,88353,96.3610
88353,72835,96.3610
72835,7317,99.7290
7317,72835,99.7290
43054,240,74.6208
240,43054,74.6208
43054,52851,105.3744
52851,43054,105.3744
43054,99850,84.6643
99850,43054,84.6643
26172,100646,37.7819
100646,26172,37.7819
26172,109332,54.7416
109332,26172,54.7416
26172,43189,68.4118
43189,26172,68.4118
26172,28548,47.3532
28548,26172,47.3532
26172,28382,74.5886
28382,26172,74.5886
36796,35625,37.2748
35625,36796,37.2748
36796,5035,62.3599
5035,36796,62.3599
36796,100604,38.1617
100604,36796,38.1617
36796,40222,48.7261
40222,36796,48.7261
36878,100629,43.7689
100629,36878,43.7689
36878,48729,58.6916
48729,36878,58.6916
36878,91392,73.8876
91392,36878,73.8876
36878,75277,73.4525
75277,36878,73.4525
37083,119250,141.1286
119250,37083,141.1286
37083,102253,191.6231
102253,37083,191.6231
37083,105645,118.2374
105645,37083,118.2374
37083,99755,191.1842
99755,37083,191.1842
37092,81107,161.7008
81107,37092,161.7008
37092,102283,134.6359
102283,37092,134.6359
37092,78753,161.2242
78753,37092,161.2242
120042,99923,85.7999
99923,120042,85.7999
120042,54314,146.6751
54314,120042,146.6751
120042,98354,167.0311
98354,120042,167.0311
120042,18387,111.1826
18387,120042,111.1826
73069,11616,52.5254
11616,73069,52.5254
73069,99716,89.7435
99716,73069,89.7435
73069,6693,78.9484
6693,73069,78.9484
73025,95684,124.0232
95684,73025,124.0232
73025,16412,126.3129
16412,73025,126.3129
73025,14765,139.9591
14765,73025,139.9591
94324,55319,127.5951
55319,94324,127.5951
94324,48575,124.7227
48575,94324,124.7227
94324,1271,89.3571
1271,94324,89.3571
94324,100905,121.8647
100905,94324,121.8647
120044,5675,79.8030
5675,120044,79.8030
120044,49560,71.1253
49560,120044,71.1253
120044,19480,89.9531
19480,120044,89.9531
120044,101343,89.9931
101343,120044,89.9931
54081,13071,50.2511
13071,54081,50.2511
54081,7914,72.2185
7914,54081,72.2185
47806,90008,72.6598
90008,47806,72.6598
47806,28430,61.9019
28430,47806,61.9019
47806,43854,64.3362
43854,47806,64.3362
47806,96338,115.9870
96338,47806,115.9870
53912,52885,67.2981
52885,53912,67.2981
53912,44590,111.9221
44590,53912,111.9221
53912,90412,102.7699
90412,53912,102.7699
53912,15440,105.6667
15440,53912,105.6667
53912,94042,87.2638
94042,53912,87.2638
14713,82157,73.5108
82157,14713,73.5108
14713,45493,61.0248
45493,14713,61.0248
52425,10829,79.9716
10829,52425,79.9716
52425,47518,70.9176
47518,52425,70.9176
52425,111836,98.1736
111836,52425,98.1736
52425,99738,75.7600
99738,52425,75.7600
55368,1420,51.5821
1420,55368,51.5821
55368,37737,41.1233
37737,55368,41.1233
29906,100626,76.2280
100626,29906,76.2280
29906,111100,62.6625
111100,29906,62.6625
76224,18790,40.8689
18790,76224,40.8689
76224,105930,67.5136
105930,76224,67.5136
76224,1983,81.2816
1983,76224,81.2816
76225,86780,64.0195
86780,76225,64.0195
76225,119642,81.5319
119642,76225,81.5319
76225,109114,76.7163
109114,76225,76.7163
76225,86521,49.1040
86521,76225,49.1040
76225,3000,59.3246
3000,76225,59.3246
76227,99760,62.8738
99760,76227,62.8738
76227,112211,114.4183
112211,76227,114.4183
74291,23268,102.9040
23268,74291,102.9040
74291,29871,102.9040
29871,74291,102.9040
74291,61055,102.9040
61055,74291,102.9040
74291,94657,102.9040
94657,74291,102.9040
23268,29871,102.9040
29871,23268,102.9040
23268,61055,102.9040
61055,23268,102.9040
23268,94657,102.9040
94657,23268,102.9040
29871,61055,102.9040
61055,29871,102.9040
29871,94657,102.9040
94657,29871,102.9040
61055,94657,102.9040
94657,61055,102.9040
87075,60061,295.5395
60061,87075,295.5395
