source,target,penalty
115780,3122,73.0580
3122,115780,73.0580
115780,103384,73.0580
103384,115780,73.0580
3122,103384,73.0580
103384,3122,73.0580
80563,117039,184.1134
117039,80563,184.1134
80563,9470,184.1134
9470,80563,184.1134
80563,117535,184.1134
117535,80563,184.1134
117039,9470,184.1134
9470,117039,184.1134
117039,117535,184.1134
117535,117039,184.1134
9470,117535,184.1134
117535,9470,184.1134
22568,18052,111.6163
18052,22568,111.6163
22568,109609,111.6163
109609,22568,111.6163
22568,6478,111.6163
6478,22568,111.6163
22568,15848,111.6163
15848,22568,111.6163
18052,109609,111.6163
109609,18052,111.6163
18052,6478,111.6163
6478,18052,111.6163
18052,15848,111.6163
15848,18052,111.6163
109609,6478,111.6163
6478,109609,111.6163
109609,15848,111.6163
15848,109609,111.6163
6478,15848,111.6163
15848,6478,111.6163
25381,10593,97.0383
10593,25381,97.0383
25381,45140,97.0383
45140,25381,97.0383
25381,97051,97.0383
97051,25381,97.0383
10593,45140,97.0383
45140,10593,97.0383
10593,97051,97.0383
97051,10593,97.0383
45140,97051,97.0383
97051,45140,97.0383
7223,41272,342.6155
41272,7223,342.6155
7223,73513,342.6155
73513,7223,342.6155
41272,73513,342.6155
73513,41272,342.6155
35706,78857,223.5956
78857,35706,223.5956
35706,8486,223.5956
8486,35706,223.5956
35706,45960,223.5956
45960,35706,223.5956
35706,72457,223.5956
72457,35706,223.5956
78857,8486,223.5956
8486,78857,223.5956
78857,45960,223.5956
45960,78857,223.5956
78857,72457,223.5956
72457,78857,223.5956
8486,45960,223.5956
45960,8486,223.5956
8486,72457,223.5956
72457,8486,223.5956
45960,72457,223.5956
72457,45960,223.5956
18796,109256,69.4419
109256,18796,69.4419
18796,93990,69.4419
93990,18796,69.4419
18796,86418,69.4419
86418,18796,69.4419
18796,28824,69.4419
28824,18796,69.4419
109256,93990,69.4419
93990,109256,69.4419
109256,86418,69.4419
86418,109256,69.4419
109256,28824,69.4419
28824,109256,69.4419
93990,86418,69.4419
86418,93990,69.4419
93990,28824,69.4419
28824,93990,69.4419
86418,28824,69.4419
28824,86418,69.4419
98896,19318,32.8708
19318,98896,32.8708
98896,114554,32.8708
114554,98896,32.8708
19318,114554,32.8708
114554,19318,32.8708
50083,82520,133.6660
82520,50083,133.6660
50083,100446,133.6660
100446,50083,133.6660
50083,96642,133.6660
96642,50083,133.6660
50083,27742,133.6660
27742,50083,133.6660
82520,100446,133.6660
100446,82520,133.6660
82520,96642,133.6660
96642,82520,133.6660
82520,27742,133.6660
27742,82520,133.6660
100446,96642,133.6660
96642,100446,133.6660
100446,27742,133.6660
27742,100446,133.6660
96642,27742,133.6660
27742,96642,133.6660
115186,66351,109.9281
66351,115186,109.9281
115186,34340,109.9281
34340,115186,109.9281
66351,34340,109.9281
34340,66351,109.9281
8038,36292,207.2288
36292,8038,207.2288
8038,104360,207.2288
104360,8038,207.2288
8038,16364,207.2288
16364,8038,207.2288
8038,4054,207.2288
4054,8038,207.2288
36292,104360,207.2288
104360,36292,207.2288
36292,16364,207.2288
16364,36292,207.2288
36292,4054,207.2288
4054,36292,207.2288
104360,16364,207.2288
16364,104360,207.2288
104360,4054,207.2288
4054,104360,207.2288
16364,4054,207.2288
4054,16364,207.2288
30287,71675,111.6839
71675,30287,111.6839
30287,22420,111.6839
22420,30287,111.6839
71675,22420,111.6839
22420,71675,111.6839
73538,27728,57.1750
27728,73538,57.1750
73538,31636,57.1750
31636,73538,57.1750
27728,31636,57.1750
31636,27728,57.1750
90955,66041,136.7770
66041,90955,136.7770
90955,56004,136.7770
56004,90955,136.7770
90955,52302,136.7770
52302,90955,136.7770
90955,18742,136.7770
18742,90955,136.7770
66041,56004,136.7770
56004,66041,136.7770
66041,52302,136.7770
52302,66041,136.7770
66041,18742,136.7770
18742,66041,136.7770
56004,52302,136.7770
52302,56004,136.7770
56004,18742,136.7770
18742,56004,136.7770
52302,18742,136.7770
18742,52302,136.7770
116408,73533,51.5704
73533,116408,51.5704
116408,109566,51.5704
109566,116408,51.5704
73533,109566,51.5704
109566,73533,51.5704
99735,23955,76.8277
