source,target,penalty
39671,56233,39.3977
56233,39671,39.3977
39671,119065,39.3977
119065,39671,39.3977
56233,119065,39.3977
119065,56233,39.3977
28365,111229,97.6638
111229,28365,97.6638
28365,3701,97.6638
3701,28365,97.6638
28365,46214,97.6638
46214,28365,97.6638
28365,54709,97.6638
54709,28365,97.6638
111229,3701,97.6638
3701,111229,97.6638
111229,46214,97.6638
46214,111229,97.6638
111229,54709,97.6638
54709,111229,97.6638
3701,46214,97.6638
46214,3701,97.6638
3701,54709,97.6638
54709,3701,97.6638
46214,54709,97.6638
54709,46214,97.6638
94937,65674,133.5135
65674,94937,133.5135
94937,62076,133.5135
62076,94937,133.5135
65674,62076,133.5135
62076,65674,133.5135
7,104750,68.9987
104750,7,68.9987
7,37058,68.9987
37058,7,68.9987
7,62648,68.9987
62648,7,68.9987
7,76239,68.9987
76239,7,68.9987
104750,37058,68.9987
37058,104750,68.9987
104750,62648,68.9987
62648,104750,68.9987
104750,76239,68.9987
76239,104750,68.9987
37058,62648,68.9987
62648,37058,68.9987
37058,76239,68.9987
76239,37058,68.9987
62648,76239,68.9987
76239,62648,68.9987
117898,119431,61.6350
119431,117898,61.6350
117898,18062,61.6350
18062,117898,61.6350
117898,92095,61.6350
92095,117898,61.6350
117898,93079,61.6350
93079,117898,61.6350
119431,18062,61.6350
18062,119431,61.6350
119431,92095,61.6350
92095,119431,61.6350
119431,93079,61.6350
93079,119431,61.6350
18062,92095,61.6350
92095,18062,61.6350
18062,93079,61.6350
93079,18062,61.6350
92095,93079,61.6350
93079,92095,61.6350
7769,40066,153.6234
40066,7769,153.6234
7769,42833,153.6234
42833,7769,153.6234
7769,108512,153.6234
108512,7769,153.6234
7769,63435,153.6234
63435,7769,153.6234
40066,42833,153.6234
42833,40066,153.6234
40066,108512,153.6234
108512,40066,153.6234
40066,63435,153.6234
63435,40066,153.6234
42833,108512,153.6234
108512,42833,153.6234
42833,63435,153.6234
63435,42833,153.6234
108512,63435,153.6234
63435,108512,153.6234
11338,10180,120.7666
10180,11338,120.7666
11338,78506,120.7666
78506,11338,120.7666
11338,6896,120.7666
6896,11338,120.7666
10180,78506,120.7666
78506,10180,120.7666
10180,6896,120.7666
6896,10180,120.7666
78506,6896,120.7666
6896,78506,120.7666
84442,104238,197.7537
104238,84442,197.7537
84442,83363,197.7537
83363,84442,197.7537
84442,52248,197.7537
52248,84442,197.7537
104238,83363,197.7537
83363,104238,197.7537
104238,52248,197.7537
52248,104238,197.7537
83363,52248,197.7537
52248,83363,197.7537
105638,78933,219.7147
78933,105638,219.7147
105638,8084,219.7147
8084,105638,219.7147
105638,117839,219.7147
117839,105638,219.7147
105638,3129,219.7147
3129,105638,219.7147
78933,8084,219.7147
8084,78933,219.7147
78933,117839,219.7147
117839,78933,219.7147
78933,3129,219.7147
3129,78933,219.7147
8084,117839,219.7147
117839,8084,219.7147
8084,3129,219.7147
3129,8084,219.7147
117839,3129,219.7147
3129,117839,219.7147
20916,92117,44.8600
92117,20916,44.8600
20916,44395,44.8600
44395,20916,44.8600
92117,44395,44.8600
44395,92117,44.8600
110643,117659,97.1832
117659,110643,97.1832
110643,64145,97.1832
64145,110643,97.1832
110643,36973,97.1832
36973,110643,97.1832
110643,115397,97.1832
115397,110643,97.1832
117659,64145,97.1832
64145,117659,97.1832
117659,36973,97.1832
36973,117659,97.1832
117659,115397,97.1832
115397,117659,97.1832
64145,36973,97.1832
36973,64145,97.1832
64145,115397,97.1832
115397,64145,97.1832
36973,115397,97.1832
115397,36973,97.1832
58118,122309,42.2582
122309,58118,42.2582
58118,26089,42.2582
26089,58118,42.2582
58118,77455,42.2582
77455,58118,42.2582
122309,26089,42.2582
26089,122309,42.2582
122309,77455,42.2582
77455,122309,42.2582
26089,77455,42.2582
77455,26089,42.2582
33996,73574,153.4063
73574,33996,153.4063
33996,11129,153.4063
11129,33996,153.4063
73574,11129,153.4063
11129,73574,153.4063
85972,6575,38.6828
6575,85972,38.6828
85972,49319,38.6828
49319,85972,38.6828
6575,49319,38.6828
49319,6575,38.6828
74660,98696,138.0111
98696,74660,138.0111
74660,101135,138.0111
101135,74660,138.0111
74660,63954,138.0111
63954,74660,138.0111
98696,101135,138.0111
101135,98696,138.0111
98696,63954,138.0111
63954,98696,138.0111
101135,63954,138.0111
63954,101135,138.0111
33759,36432,38.0889
36432,33759,38.0889
33759,116401,38.0889
116401,33759,38.0889
36432,116401,38.0889
116401,36432,38.0889
25959,86124,139.0729
86124,25959,139.0729
25959,42127,139.0729
42127,25959,139.0729
25959,54107,139.0729
54107,25959,139.0729
25959,102720,139.0729
102720,25959,139.0729
86124,42127,139.0729
42127,86124,139.0729
86124,54107,139.0729
54107,86124,139.0729
86124,102720,139.0729
102720,86124,139.0729
42127,54107,139.0729
54107,42127,139.0729
42127,102720,139.0729
102720,42127,139.0729
54107,102720,139.0729
102720,54107,139.0729
64822,105150,210.0037
105150,64822,210.0037
64822,50963,210.0037
50963,64822,210.0037
64822,104166,210.0037
104166,64822,210.0037
64822,58586,210.0037
58586,64822,210.0037
105150,50963,210.0037
50963,105150,210.0037
105150,104166,210.0037
104166,105150,210.0037
105150,58586,210.0037
58586,105150,210.0037
50963,104166,210.0037
104166,50963,210.0037
50963,58586,210.0037
58586,50963,210.0037
104166,58586,210.0037
58586,104166,210.0037
64818,7021,250.6720
7021,64818,250.6720
64818,90144,250.6720
90144,64818,250.6720
7021,90144,250.6720
90144,7021,250.6720
6955,40990,73.2331
40990,6955,73.2331
6955,101983,73.2331
101983,6955,73.2331
6955,15382,73.2331
