source,target,penalty
23072,61204,199.1400
61204,23072,199.1400
23072,3355,199.1400
3355,23072,199.1400
23072,51236,199.1400
51236,23072,199.1400
61204,3355,199.1400
3355,61204,199.1400
61204,51236,199.1400
51236,61204,199.1400
3355,51236,199.1400
51236,3355,199.1400
210,20800,210.8962
20800,210,210.8962
210,66913,210.8962
66913,210,210.8962
210,54200,210.8962
54200,210,210.8962
210,102760,210.8962
102760,210,210.8962
20800,66913,210.8962
66913,20800,210.8962
20800,54200,210.8962
54200,20800,210.8962
20800,102760,210.8962
102760,20800,210.8962
66913,54200,210.8962
54200,66913,210.8962
66913,102760,210.8962
102760,66913,210.8962
54200,102760,210.8962
102760,54200,210.8962
92207,58834,126.9482
58834,92207,126.9482
92207,112126,126.9482
112126,92207,126.9482
92207,88046,126.9482
88046,92207,126.9482
92207,3777,126.9482
3777,92207,126.9482
58834,112126,126.9482
112126,58834,126.9482
58834,88046,126.9482
88046,58834,126.9482
58834,3777,126.9482
3777,58834,126.9482
112126,88046,126.9482
88046,112126,126.9482
112126,3777,126.9482
3777,112126,126.9482
88046,3777,126.9482
3777,88046,126.9482
31195,13772,176.9836
13772,31195,176.9836
31195,113806,176.9836
113806,31195,176.9836
31195,84436,176.9836
84436,31195,176.9836
13772,113806,176.9836
113806,13772,176.9836
13772,84436,176.9836
84436,13772,176.9836
113806,84436,176.9836
84436,113806,176.9836
40321,4492,77.1636
4492,40321,77.1636
40321,98243,77.1636
98243,40321,77.1636
4492,98243,77.1636
98243,4492,77.1636
119659,104940,268.4704
104940,119659,268.4704
119659,16690,268.4704
16690,119659,268.4704
104940,16690,268.4704
16690,104940,268.4704
45692,5482,64.8636
5482,45692,64.8636
45692,49411,64.8636
49411,45692,64.8636
45692,78607,64.8636
78607,45692,64.8636
5482,49411,64.8636
49411,5482,64.8636
5482,78607,64.8636
78607,5482,64.8636
49411,78607,64.8636
78607,49411,64.8636
116306,109604,86.0799
109604,116306,86.0799
116306,108607,86.0799
108607,116306,86.0799
116306,53430,86.0799
53430,116306,86.0799
116306,57384,86.0799
57384,116306,86.0799
109604,108607,86.0799
108607,109604,86.0799
109604,53430,86.0799
53430,109604,86.0799
109604,57384,86.0799
57384,109604,86.0799
108607,53430,86.0799
53430,108607,86.0799
108607,57384,86.0799
57384,108607,86.0799
53430,57384,86.0799
57384,53430,86.0799
104383,86172,192.9286
86172,104383,192.9286
104383,107277,192.9286
107277,104383,192.9286
104383,117311,192.9286
117311,104383,192.9286
86172,107277,192.9286
107277,86172,192.9286
86172,117311,192.9286
117311,86172,192.9286
107277,117311,192.9286
117311,107277,192.9286
1545,78084,113.9134
78084,1545,113.9134
1545,40990,113.9134
40990,1545,113.9134
1545,71542,113.9134
71542,1545,113.9134
78084,40990,113.9134
40990,78084,113.9134
78084,71542,113.9134
71542,78084,113.9134
40990,71542,113.9134
71542,40990,113.9134
81665,35115,128.8211
35115,81665,128.8211
81665,119203,128.8211
119203,81665,128.8211
81665,15426,128.8211
15426,81665,128.8211
81665,120252,128.8211
120252,81665,128.8211
35115,119203,128.8211
119203,35115,128.8211
35115,15426,128.8211
15426,35115,128.8211
35115,120252,128.8211
120252,35115,128.8211
119203,15426,128.8211
15426,119203,128.8211
119203,120252,128.8211
120252,119203,128.8211
15426,120252,128.8211
120252,15426,128.8211
91927,20008,80.4656
20008,91927,80.4656
91927,43080,80.4656
43080,91927,80.4656
20008,43080,80.4656
43080,20008,80.4656
43430,82845,78.0929
82845,43430,78.0929
43430,92074,78.0929
92074,43430,78.0929
43430,14104,78.0929
14104,43430,78.0929
82845,92074,78.0929
92074,82845,78.0929
82845,14104,78.0929
14104,82845,78.0929
92074,14104,78.0929
14104,92074,78.0929
62438,103289,188.2556
103289,62438,188.2556
62438,59571,188.2556
59571,62438,188.2556
62438,107085,188.2556
107085,62438,188.2556
62438,92285,188.2556
92285,62438,188.2556
103289,59571,188.2556
59571,103289,188.2556
103289,107085,188.2556
107085,103289,188.2556
103289,92285,188.2556
92285,103289,188.2556
59571,107085,188.2556
107085,59571,188.2556
59571,92285,188.2556
92285,59571,188.2556
107085,92285,188.2556
92285,107085,188.2556
28409,11399,144.5413
11399,28409,144.5413
28409,15225,144.5413
15225,28409,144.5413
11399,15225,144.5413
