source,target,penalty
67417,18692,171.7969
18692,67417,171.7969
67417,110029,171.7969
110029,67417,171.7969
67417,6254,171.7969
6254,67417,171.7969
67417,93112,171.7969
93112,67417,171.7969
18692,110029,171.7969
110029,18692,171.7969
18692,6254,171.7969
6254,18692,171.7969
18692,93112,171.7969
93112,18692,171.7969
110029,6254,171.7969
6254,110029,171.7969
110029,93112,171.7969
93112,110029,171.7969
6254,93112,171.7969
93112,6254,171.7969
22899,23839,39.8456
23839,22899,39.8456
22899,98367,39.8456
98367,22899,39.8456
23839,98367,39.8456
98367,23839,39.8456
90620,68151,207.5434
68151,90620,207.5434
90620,79501,207.5434
79501,90620,207.5434
90620,117018,207.5434
117018,90620,207.5434
68151,79501,207.5434
79501,68151,207.5434
68151,117018,207.5434
117018,68151,207.5434
79501,117018,207.5434
117018,79501,207.5434
113059,28233,211.1616
28233,113059,211.1616
113059,81435,211.1616
81435,113059,211.1616
113059,39747,211.1616
39747,113059,211.1616
28233,81435,211.1616
81435,28233,211.1616
28233,39747,211.1616
39747,28233,211.1616
81435,39747,211.1616
39747,81435,211.1616
42352,108016,102.5231
108016,42352,102.5231
42352,80744,102.5231
80744,42352,102.5231
42352,115585,102.5231
115585,42352,102.5231
42352,106514,102.5231
106514,42352,102.5231
108016,80744,102.5231
80744,108016,102.5231
108016,115585,102.5231
115585,108016,102.5231
108016,106514,102.5231
106514,108016,102.5231
80744,115585,102.5231
115585,80744,102.5231
80744,106514,102.5231
106514,80744,102.5231
115585,106514,102.5231
106514,115585,102.5231
40500,76312,77.2871
76312,40500,77.2871
40500,106459,77.2871
106459,40500,77.2871
40500,119336,77.2871
119336,40500,77.2871
76312,106459,77.2871
106459,76312,77.2871
76312,119336,77.2871
119336,76312,77.2871
106459,119336,77.2871
119336,106459,77.2871
37580,64090,98.9154
64090,37580,98.9154
37580,40757,98.9154
40757,37580,98.9154
37580,36511,98.9154
36511,37580,98.9154
64090,40757,98.9154
40757,64090,98.9154
64090,36511,98.9154
36511,64090,98.9154
40757,36511,98.9154
36511,40757,98.9154
79581,5865,122.3568
5865,79581,122.3568
79581,53449,122.3568
53449,79581,122.3568
79581,18799,122.3568
18799,79581,122.3568
5865,53449,122.3568
53449,5865,122.3568
5865,18799,122.3568
18799,5865,122.3568
53449,18799,122.3568
18799,53449,122.3568
37234,4985,141.4477
4985,37234,141.4477
37234,47828,141.4477
47828,37234,141.4477
37234,110154,141.4477
110154,37234,141.4477
4985,47828,141.4477
47828,4985,141.4477
4985,110154,141.4477
110154,4985,141.4477
47828,110154,141.4477
110154,47828,141.4477
24812,100685,181.3532
100685,24812,181.3532
24812,117439,181.3532
117439,24812,181.3532
24812,48254,181.3532
48254,24812,181.3532
24812,55132,181.3532
55132,24812,181.3532
100685,117439,181.3532
117439,100685,181.3532
100685,48254,181.3532
48254,100685,181.3532
100685,55132,181.3532
55132,100685,181.3532
117439,48254,181.3532
48254,117439,181.3532
117439,55132,181.3532
55132,117439,181.3532
48254,55132,181.3532
55132,48254,181.3532
3927,93400,66.6069
93400,3927,66.6069
3927,117295,66.6069
117295,3927,66.6069
3927,30861,66.6069
30861,3927,66.6069
3927,25807,66.6069
25807,3927,66.6069
93400,117295,66.6069
117295,93400,66.6069
93400,30861,66.6069
30861,93400,66.6069
93400,25807,66.6069
25807,93400,66.6069
117295,30861,66.6069
30861,117295,66.6069
117295,25807,66.6069
25807,117295,66.6069
30861,25807,66.6069
25807,30861,66.6069
33194,102782,137.8940
102782,33194,137.8940
33194,74968,137.8940
74968,33194,137.8940
33194,69355,137.8940
69355,33194,137.8940
33194,73367,137.8940
73367,33194,137.8940
102782,74968,137.8940
74968,102782,137.8940
102782,69355,137.8940
69355,102782,137.8940
102782,73367,137.8940
73367,102782,137.8940
74968,69355,137.8940
69355,74968,137.8940
74968,73367,137.8940
73367,74968,137.8940
69355,73367,137.8940
73367,69355,137.8940
69071,111023,79.2867
111023,69071,79.2867
69071,42795,79.2867
42795,69071,79.2867
111023,42795,79.2867
42795,111023,79.2867
4314,64853,204.1527
64853,4314,204.1527
4314,111204,204.1527
111204,4314,204.1527
64853,111204,204.1527
111204,64853,204.1527
120093,43784,231.7938
43784,120093,231.7938
120093,67657,231.7938
67657,120093,231.7938
120093,40953,231.7938
40953,120093,231.7938
120093,58367,231.7938
58367,120093,231.7938
43784,67657,231.7938
67657,43784,231.7938
43784,40953,231.7938
40953,43784,231.7938
43784,58367,231.7938
58367,43784,231.7938
67657,40953,231.7938
40953,67657,231.7938
67657,58367,231.7938
58367,67657,231.7938
40953,58367,231.7938
58367,40953,231.7938
3052,65571,127.0880
65571,3052,127.0880
3052,86057,127.0880
86057,3052,127.0880
65571,86057,127.0880
86057,65571,127.0880
25229,83035,60.7653
83035,25229,60.7653
25229,40419,60.7653
40419,25229,60.7653
25229,69367,60.7653
69367,25229,60.7653
25229,102554,60.7653
102554,25229,60.7653
83035,40419,60.7653
40419,83035,60.7653
83035,69367,60.7653
69367,83035,60.7653
83035,102554,60.7653
102554,83035,60.7653
40419,69367,60.7653
69367,40419,60.7653
40419,102554,60.7653
102554,40419,60.7653
69367,102554,60.7653
102554,69367,60.7653
17152,1458,258.8418
1458,17152,258.8418
17152,103624,258.8418
103624,17152,258.8418
1458,103624,258.8418
103624,1458,258.8418
