source,target,penalty
113935,16347,57.4424
16347,113935,57.4424
113935,100705,57.4424
100705,113935,57.4424
16347,100705,57.4424
100705,16347,57.4424
111056,79063,22.4996
79063,111056,22.4996
111056,99594,22.4996
99594,111056,22.4996
79063,99594,22.4996
99594,79063,22.4996
48215,99901,177.4774
99901,48215,177.4774
48215,110767,177.4774
110767,48215,177.4774
48215,102270,177.4774
102270,48215,177.4774
48215,79851,177.4774
79851,48215,177.4774
99901,110767,177.4774
110767,99901,177.4774
99901,102270,177.4774
102270,99901,177.4774
99901,79851,177.4774
79851,99901,177.4774
110767,102270,177.4774
102270,110767,177.4774
110767,79851,177.4774
79851,110767,177.4774
102270,79851,177.4774
79851,102270,177.4774
72372,60573,166.5415
60573,72372,166.5415
72372,34422,166.5415
34422,72372,166.5415
72372,1813,166.5415
1813,72372,166.5415
60573,34422,166.5415
34422,60573,166.5415
60573,1813,166.5415
1813,60573,166.5415
34422,1813,166.5415
1813,34422,166.5415
120769,40055,90.8531
40055,120769,90.8531
120769,52792,90.8531
52792,120769,90.8531
120769,10243,90.8531
10243,120769,90.8531
40055,52792,90.8531
52792,40055,90.8531
40055,10243,90.8531
10243,40055,90.8531
52792,10243,90.8531
10243,52792,90.8531
11249,34245,234.2555
34245,11249,234.2555
11249,33843,234.2555
33843,11249,234.2555
34245,33843,234.2555
33843,34245,234.2555
84012,104692,212.5606
104692,84012,212.5606
84012,69071,212.5606
69071,84012,212.5606
104692,69071,212.5606
69071,104692,212.5606
18544,31171,111.0559
31171,18544,111.0559
18544,101600,111.0559
101600,18544,111.0559
18544,43885,111.0559
43885,18544,111.0559
18544,39747,111.0559
39747,18544,111.0559
31171,101600,111.0559
101600,31171,111.0559
31171,43885,111.0559
43885,31171,111.0559
31171,39747,111.0559
39747,31171,111.0559
101600,43885,111.0559
43885,101600,111.0559
101600,39747,111.0559
39747,101600,111.0559
43885,39747,111.0559
39747,43885,111.0559
48843,93552,43.5717
93552,48843,43.5717
48843,107411,43.5717
107411,48843,43.5717
48843,84240,43.5717
84240,48843,43.5717
93552,107411,43.5717
107411,93552,43.5717
93552,84240,43.5717
84240,93552,43.5717
107411,84240,43.5717
84240,107411,43.5717
55399,10929,181.7164
10929,55399,181.7164
55399,40775,181.7164
40775,55399,181.7164
10929,40775,181.7164
40775,10929,181.7164
53027,13763,130.8733
13763,53027,130.8733
53027,62472,130.8733
62472,53027,130.8733
13763,62472,130.8733
62472,13763,130.8733
38815,109593,18.3903
109593,38815,18.3903
38815,102185,18.3903
102185,38815,18.3903
109593,102185,18.3903
102185,109593,18.3903
26896,43065,228.6718
43065,26896,228.6718
26896,56666,228.6718
56666,26896,228.6718
26896,39105,228.6718
39105,26896,228.6718
26896,101620,228.6718
101620,26896,228.6718
43065,56666,228.6718
56666,43065,228.6718
43065,39105,228.6718
39105,43065,228.6718
43065,101620,228.6718
101620,43065,228.6718
56666,39105,228.6718
39105,56666,228.6718
56666,101620,228.6718
101620,56666,228.6718
39105,101620,228.6718
101620,39105,228.6718
34536,10886,30.6248
10886,34536,30.6248
34536,18138,30.6248
18138,34536,30.6248
10886,18138,30.6248
18138,10886,30.6248
16812,26748,114.3752
26748,16812,114.3752
16812,12093,114.3752
12093,16812,114.3752
16812,101832,114.3752
101832,16812,114.3752
16812,45869,114.3752
45869,16812,114.3752
26748,12093,114.3752
12093,26748,114.3752
26748,101832,114.3752
101832,26748,114.3752
26748,45869,114.3752
45869,26748,114.3752
12093,101832,114.3752
101832,12093,114.3752
12093,45869,114.3752
45869,12093,114.3752
101832,45869,114.3752
45869,101832,114.3752
15981,68561,84.4534
68561,15981,84.4534
15981,21063,84.4534
21063,15981,84.4534
15981,2030,84.4534
2030,15981,84.4534
15981,40483,84.4534
40483,15981,84.4534
68561,21063,84.4534
21063,68561,84.4534
68561,2030,84.4534
2030,68561,84.4534
68561,40483,84.4534
40483,68561,84.4534
21063,2030,84.4534
2030,21063,84.4534
21063,40483,84.4534
40483,21063,84.4534
2030,40483,84.4534
40483,2030,84.4534
68738,80996,177.2623
80996,68738,177.2623
68738,58671,177.2623
58671,68738,177.2623
68738,69011,177.2623
69011,68738,177.2623
68738,66602,177.2623
66602,68738,177.2623
80996,58671,177.2623
58671,80996,177.2623
80996,69011,177.2623
69011,80996,177.2623
80996,66602,177.2623
66602,80996,177.2623
58671,69011,177.2623
69011,58671,177.2623
58671,66602,177.2623
66602,58671,177.2623
69011,66602,177.2623
66602,69011,177.2623
33081,76101,193.6040
76101,33081,193.6040
33081,101169,193.6040
101169,33081,193.6040
33081,46878,193.6040
46878,33081,193.6040
76101,101169,193.6040
101169,76101,193.6040
76101,46878,193.6040
46878,76101,193.6040
101169,46878,193.6040
46878,101169,193.6040
88588,26322,81.3305
26322,88588,81.3305
88588,18438,81.3305
18438,88588,81.3305
88588,63510,81.3305
63510,88588,81.3305
26322,18438,81.3305
18438,26322,81.3305
26322,63510,81.3305
63510,26322,81.3305
18438,63510,81.3305
63510,18438,81.3305
72026,114209,149.5247
114209,72026,149.5247
72026,50978,149.5247
50978,72026,149.5247
114209,50978,149.5247
50978,114209,149.5247
25879,74335,140.1217
74335,25879,140.1217
25879,58384,140.1217
58384,25879,140.1217
25879,71394,140.1217
71394,25879,140.1217
25879,46685,140.1217
46685,25879,140.1217
74335,58384,140.1217
58384,74335,140.1217
74335,71394,140.1217
71394,74335,140.1217
74335,46685,140.1217
46685,74335,140.1217
58384,71394,140.1217
71394,58384,140.1217
58384,46685,140.1217
46685,58384,140.1217
71394,46685,140.1217
46685,71394,140.1217
30551,112451,72.2874
112451,30551,72.2874
30551,31555,72.2874
31555,30551,72.2874
30551,72285,72.2874
72285,30551,72.2874
30551,28495,72.2874
28495,30551,72.2874
112451,31555,72.2874
31555,112451,72.2874
112451,72285,72.2874
72285,112451,72.2874
112451,28495,72.2874
28495,112451,72.2874
31555,72285,72.2874
72285,31555,72.2874
31555,28495,72.2874
28495,31555,72.2874
72285,28495,72.2874
28495,72285,72.2874
81763,39870,69.4508
39870,81763,69.4508
81763,30513,69.4508
30513,81763,69.4508
81763,15989,69.4508
15989,81763,69.4508
81763,35016,69.4508
35016,81763,69.4508
39870,30513,69.4508
30513,39870,69.4508
39870,15989,69.4508
15989,39870,69.4508
39870,35016,69.4508
35016,39870,69.4508
30513,15989,69.4508
15989,30513,69.4508
30513,35016,69.4508
35016,30513,69.4508
15989,35016,69.4508
35016,15989,69.4508
91756,99996,80.0309
99996,91756,80.0309
91756,55833,80.0309
55833,91756,80.0309
91756,97310,80.0309
97310,91756,80.0309
91756,94643,80.0309
94643,91756,80.0309
99996,55833,80.0309
55833,99996,80.0309
99996,97310,80.0309
97310,99996,80.0309
99996,94643,80.0309
94643,99996,80.0309
55833,97310,80.0309
97310,55833,80.0309
55833,94643,80.0309
94643,55833,80.0309
97310,94643,80.0309
94643,97310,80.0309
51176,114637,150.5178
114637,51176,150.5178
51176,114638,150.5178
114638,51176,150.5178
51176,23226,150.5178
23226,51176,150.5178
51176,16710,150.5178
16710,51176,150.5178
114637,114638,150.5178
114638,114637,150.5178
114637,23226,150.5178
23226,114637,150.5178
114637,16710,150.5178
16710,114637,150.5178
114638,23226,150.5178
23226,114638,150.5178
114638,16710,150.5178
16710,114638,150.5178
23226,16710,150.5178
16710,23226,150.5178
91656,119154,20.5177
119154,91656,20.5177
91656,24230,20.5177
24230,91656,20.5177
119154,24230,20.5177
24230,119154,20.5177
82192,26750,35.8573
26750,82192,35.8573
82192,88867,35.8573
88867,82192,35.8573
26750,88867,35.8573
88867,26750,35.8573
100128,87612,331.8784
87612,100128,331.8784
100128,63655,331.8784
63655,100128,331.8784
87612,63655,331.8784
63655,87612,331.8784
100610,13036,22.5918
13036,100610,22.5918
100610,98533,22.5918
98533,100610,22.5918
100610,102168,22.5918
102168,100610,22.5918
13036,98533,22.5918
98533,13036,22.5918
13036,102168,22.5918
102168,13036,22.5918
98533,102168,22.5918
102168,98533,22.5918
70339,98007,78.5617
98007,70339,78.5617
70339,95847,78.5617
95847,70339,78.5617
70339,18125,78.5617
18125,70339,78.5617
70339,117684,78.5617
117684,70339,78.5617
98007,95847,78.5617
95847,98007,78.5617
98007,18125,78.5617
18125,98007,78.5617
98007,117684,78.5617
117684,98007,78.5617
95847,18125,78.5617
18125,95847,78.5617
95847,117684,78.5617
117684,95847,78.5617
18125,117684,78.5617
117684,18125,78.5617
94015,7859,73.5593
7859,94015,73.5593
94015,31962,73.5593
31962,94015,73.5593
7859,31962,73.5593
31962,7859,73.5593
70603,74285,151.1758
74285,70603,151.1758
70603,72815,151.1758
72815,70603,151.1758
74285,72815,151.1758
72815,74285,151.1758
44393,68648,106.1242
68648,44393,106.1242
44393,84878,106.1242
84878,44393,106.1242
44393,91629,106.1242
91629,44393,106.1242
44393,99900,106.1242
99900,44393,106.1242
68648,84878,106.1242
84878,68648,106.1242
68648,91629,106.1242
91629,68648,106.1242
68648,99900,106.1242
99900,68648,106.1242
84878,91629,106.1242
91629,84878,106.1242
84878,99900,106.1242
99900,84878,106.1242
91629,99900,106.1242
99900,91629,106.1242
9812,11603,130.3355
